Hotel_Description,Hotel_Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude,Hotel_Type
Home Stay Units,SURAMYA,"NO.23.SURAMYA,DHARMAPALA MAWATHA, BANDARAWELA.",1,SUPERIOR,Badulla,Bandarawela Pradeshiya Sabha,Bandarawela Divisional Secretariat,NULL,NULL,Luxury
Home Stay Units,MARVEL HILLS - KANDY,"NO 20,GEORGE E DE SILVA MAWATHA, KANDY",3,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL,Comfort
Home Stay Units,COLOMBO AIRPORT HOMESTAY,"NO 17, ZONE 1, MILLENNIUM CITY, KOTUGODA, JA-ELA",5,SUPERIOR,Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,79.9106305,7.1206712,Comfort
Home Stay Units,THE BEAUTY HILLS RESIDENCE,"NO.19\12, P.L.P ALWIS MAWATHA, KANDY.",4,SUPERIOR,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL,Budget
Home Stay Units,DIYAWARA HOME STAY,"NO-77/03,JAFFNA JUCTION,JAFFNA ROAD,ANURADHAPURA.",2,STANDARD,Anuradhapura,Anuradhapura,Anuradhapura East,80.417293,8.359991,Budget
Home Stay Units,RIVER VALLEY RESIDENCE,"4/A/2,GANGA ADDARA ROAD,LEWELLAGAMA,GUNNEPANA,20270",3,DELUXE,Kandy,Kandy,Kundasale Divisional Secretariat,80.657749,7.298416,Luxury
Home Stay Units,SOUTHERN COMFORTS,"62 A/2, LIGHT HOUSE STREET, FORT, GALLE",4,SUPERIOR,Galle,Galle,Galle Divisional Secretariat,80.218535,6.025603,Luxruy
Home Stay Units,GALLE FACE COVE,"97, GALLE ROAD, COLOMBO 03",3,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,79.847956,6.920627,Comfort
Home Stay Units,VILLA34,"NO34,SHADY GROVE AVENUE,COLOMBO 08",4,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,79.881507,6.911338,Comfort
Home Stay Units,KANDY UYAN APARTMENT,"35/22 1/1, DHARMASOKA MAWATHA, KANDY",2,STANDARD,Kandy,Gagawata Koralya,Gagawata,NULL,NULL,Budget
Home Stay Units,SERENE RESIDENCE,"NO. 60, SRI DHARMARAMA ROAD, KATUKURUNDA, KALUTARA SOUTH",3,STANDARD,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.98293,6.565803,Budget
Home Stay Units,RUBY HOME,"NO 39/6, D.S. SENANAYAKE MAWATHA, COLOMBO 10.",4,SUPERIOR,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,NULL,NULL,Luxury
Home Stay Units,ELEGANT HAMLETS HOME STAY,"NO.48, KACHCHAKADUWA,WEERAKODIYANA",1,DELUXE,Kurunegala,Udubaddawa Pradeshiya Sabha,Udubaddawa Divisional Secretariat,79.890546,7.501223,Luxury
Home Stay Units,SANASUMA VILLA,"SANASUMA, BODHIYA ROAD, SOORIYAGODA, BENTOTA.",1,STANDARD,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.997446,6.417567,Comfort
Home Stay Units,ELLA HIDE VIEW,"ETHIMALE,KITHAL-ELLA,ELLA",4,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.0417434,6.869702,Comfort
Home Stay Units,MONARCH ELLA,"ETHULGASHINNA,KITHAL-ELLA,ELLA",3,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.045554,6.871848,Budget
Home Stay Units,ROYAL VANTAGE,"ETHULGASHINNA,KITHAL-ELLA,ELLA",3,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.045511,6.873144,Budget
Home Stay Units,COZY HOME STAY,"WATERFALL ROAD,WATAGODA WATTA,KITHAL-ELLA,ELLA",1,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.043735,6.868075,Luxury
Home Stay Units,LAURA,"SIRISEWANA,KITHAL-ELLA,ELLA",5,SUPERIOR,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.045358,6.871415,Luxruy
Home Stay Units,NAMAL'S GREAT VIEW HOME STAY,"KITHAL-ELLA,ELLA",3,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.042817,6.870018,Comfort
Home Stay Units,DIMUTHU HOME STAY,"TEMPLE ROAD,ETHIMALE,KITHAL-ELLA,ELLA",1,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.0426123,6.869209,Comfort
Home Stay Units,PARAISO HOME STAY,"TEMPLE ROAD,KITHAL-ELLA,ELLA",1,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,80.730977,7.863201,Budget
Home Stay Units,BLOOMING ROSE,"ETHIMALE,KITHAL-ELLA,ELLA",2,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.042174,6.869789,Budget
Home Stay Units,ROMANCE IN ELLA,"MEDAPATHANA,KITHAL-ELLA,ELLA",1,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.042083,6.86868,Luxury
Home Stay Units,WATERFALL VIEW,"NO,226,WATAGODAWATTA,KITHAL-ELLA,ELLA",4,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.043556,6.868938,Luxury
Home Stay Units,NICEVIEW HOMESTAY,"KUDUGAL PATHANA,KITHAL-ELLA,ELLA",3,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.036464,6.866145,Comfort
Home Stay Units,GOLDEN VIEW GUEST,"MEDAPATHANA,KITHAL-ELLA,ELLA",4,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.035746,6.869177,Comfort
Home Stay Units,WILL GUEST HOMESTAY,"""SANIRU""KIRIWETIYA,KITHAL-ELLA,ELLA",2,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.038657,6.867416,Budget
Home Stay Units,OWIN HILL HOMESTAY,"""SUCHITHRA"",KUDUGAL PATHANA,KITHAL-ELLA,ELLA",1,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.038417,6.867171,Budget
Home Stay Units,DABAN HOMESTAY,"""SEWWANDI"",KITHAL-ELLA,ELLA",2,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.03779,6.866365,Luxury
Home Stay Units,LUCKY STAR,"""LUCKY STAR"" KITHAL-ELLA,ELLA",4,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.040488,6.870025,Luxruy
Home Stay Units,THE LOVER STAY,"AMBAGAHAWATTA,MEDAPATHANA,KITHAL-ELLA,ELLA",3,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.041244,6.870241,Comfort
Home Stay Units,ELLA HAPPY VIEW,"KITHAL-ELLA,ELLA",1,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,NULL,NULL,Comfort
Home Stay Units,BLUE RIBBON HOMESTAY,"WATERFALL ROAD,KITHAL-ELLA,ELLA",3,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.0444555,6.8702405,Budget
Home Stay Units,ELLA RIVER FRONT,"""SISILA"" WELLAWAYA ROAD,ELLA",2,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.0453657,6.8694274,Budget
Home Stay Units,SILENT NEST,"WATAGODAWATTA,KITHAL-ELLA,ELLA",1,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.043371,6.867291,Luxury
Home Stay Units,BRILLIANT VIEW,"WATERFALL HOMESTAY ROAD,KITHAL-ELLA,ELLA",4,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.045041,6.870346,Luxury
Home Stay Units,ELLA MOUNT VIEW GUEST INN,"WATAGODA WATTA ROAD,KITHAL-ELLA,ELLA",3,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.045952,6.870878,Comfort
Home Stay Units,MAPLE HOMESTAY,"""DARHANA"" KITHAL-ELLA,ELLA",2,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,80.626737,7.288128,Comfort
Home Stay Units,RIVER SPLENDOR HOMESTAY,"16 MILE POST,WELLAWAYA ROAD,ELLA",2,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.04668,6.868413,Budget
Home Stay Units,LEISURE DREAM INN,"WELLAWAYA ROAD,ELLA",2,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.046772,6.870086,Budget
Home Stay Units,RAWANA FALL VIEW,"""SISILA"" WELLAWAYA ROAD,ELLA",4,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.046314,6.870231,Luxury
Home Stay Units,WELCOME INN,"""HEMAMALEE"" KITHAL-ELLA,ELLA",2,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.045965,6.869021,Luxruy
Home Stay Units,SERENITY HOMESTAY,"WATERFALL ROAD,WATAGODAWATTA,KITHAL-ELLA,ELLA",2,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.044441,6.86814,Comfort
Home Stay Units,IDYLL HOMESTAY,"WATAGODAWATTA, KITHALAELLA, ELLA",4,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.0436273,6.8691837,Comfort
Home Stay Units,AMBA VILLA,"26/A, NITHULEMADU, RAJAWELLA, DIGANA, KANDY",2,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,80.7823734,7.255355,Budget
Home Stay Units,MANGO VILLA,"NO-13/129, 3RD LANE, CHANDRA WETTASINGHE MAWATHA, NAWALA, KOSWATTA.",3,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,79.897213,6.896087,Budget
Home Stay Units,NATURE PARADISE,"ETHULGASHINNA,KITHAL-ELLA,ELLA",2,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.083528,6.861187,Luxury
Home Stay Units,PADDY FIELD VIEW,"""SAMAN"",WELLAWAYA ROAD,ELLA",5,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.095229,6.867295,Luxury
Home Stay Units,THE ONE STAR HOME STAY,"ETHIMALE GEDARA,KITHAL-ELLA,ELLA",1,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.042423,6.870513,Comfort
Home Stay Units,7TH HILL,"KIRIMETIYA GEDARA,KITHAL-ELLA,ELLA",3,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.04003,6.868833,Comfort
Home Stay Units,VILLAGE VIEW HOME STAY,"ETHULGASHINNA,KITHAL-ELLA,ELLA",3,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.04545,6.871314,Budget
Home Stay Units,SUNRAY HOME STAY,"""SAMAN"" WELLAWAYA ROAD,ELLA",2,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.046012,6.870202,Budget
Home Stay Units,AVINKA VILLA,"WALPOLAWATHTHA, TALPE NORTH, UNAWATUNA",3,STANDARD,Galle,Akmeemana,Akmeemana Divisional Secretariat,80.278126,6.000995,Luxury
Home Stay Units,ELLA FINALGATE,"DIYAMADITHTHA,KITHAL-ELLA,ELLA",3,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,NULL,NULL,Luxruy
Home Stay Units,MORNING LIGHT,"WATAGODAWATTA,KITHAL-ELLA,ELLA",1,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.044952,6.869198,Comfort
Home Stay Units,REVERIE HILL BUNGALOW,"40/8D, HILPANKADURA MAWATHA, KANDY",2,SUPERIOR,Kandy,Kandy,Gagawata,80.654138,7.277513,Comfort
Home Stay Units,EAGLE LODGE,"EAGLE LODGE, VICTORIA GOLF RESORT, DIGANA",4,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,80.7742644,7.2650791,Budget
Home Stay Units,TRAVELLERS HOME,"538 (67/11), GOHAGODA ROAD, KATUGASTOTA",2,STANDARD,Kandy,Harispattuwa Pradeshiya Sabha,Harispattuwa Divisional Secretariat,80.623502,7.315674,Budget
Home Stay Units,THE CITY HIDEOUT,"NO 475/19, LAKE CRESCENT, RAJAGIRIYA",5,STANDARD,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,79.888422,6.909424,Luxury
Home Stay Units,HARITHA COTTAGE,"60/Q/3 LUMBINI GARDENS LUMBINI MAWATHA,DALUGAMA,KELANIYA",2,SUPERIOR,Gampaha,Kelaniya Pradeshiya Sabha,Mahara Divisional Secretariat,79.919137,6.975736,Luxury
Home Stay Units,LOVE IS SWEET COTTAGE,"""SAMANSIRI"" ETHIMALE,KITHAL-ELLA,ELLA",1,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.044138,6.86269,Comfort
Home Stay Units,DAWN VIEW HOMESTAY,"ELLA WATERFALL ROAD,ELLA",2,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.052249,6.881556,Comfort
Home Stay Units,MY INN GUEST HOUSE,"NO:60, KUDUGALPATHANA, KITHALELLA, ELLA",2,STANDARD,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.044138,6.86269,Budget
Home Stay Units,LEGACY LANKA HOME STAY,"405/4. DIYA ADDARA, ATTANAGALLA",4,SUPERIOR,Gampaha,Attanagalla Pradeshiya Sabha,Attanagalla Divisional Secretariat,NULL,NULL,Budget
Home Stay Units,CINNAMON APARTMENT,"NO 12/B/2/1,WATTALPOLA ROAD, WALANA, PANADURA",2,STANDARD,Kalutara,Panadura,Panadura Divisional Secretariat,79.9067978,6.7287176,Luxury
Home Stay Units,SKYLINE MOUNT BUNGALOW,"236/29,SUMMER FIELD SUMMIT, ANGUNAWELA, PERADENIYA",4,DELUXE,Kandy,Udunuwara Pradeshiya Sabha,Udunuwara Divisional Secretariat,80.591459,7.243702,Luxruy
Home Stay Units,HEAVEN UPON RICE FIELDS,"3/3 A NUWARAVEWA WATHTHA, MIHINTHALA ROAD, JAFFNA JUNCTION, ANURADAPURA.",3,SUPERIOR,Anuradhapura,Anuradhapura,Anuradhapura East,80.5,8.35,Comfort
Home Stay Units,NATURE VIEW RESORT,"NO:83/B PAHALA MADAMPALA,KATULANDA,AKARAGAMA",3,STANDARD,Gampaha,Negombo,Divulapitiya Divisional Secretariat,79.957041,7.27348,Comfort
Home Stay Units,THE CASTLE OF KANDY,"NO:147/22, DHARMASHOKA MW, LEWELLA, KANDY",4,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,80.647176,7.301356,Budget
Home Stay Units,CAMBELS LANE FOREST VIEW,"20/17A, 1ST LANE, SIYAMBALAGASTENNA ROAD, KANDY",2,STANDARD,Kandy,Kandy,Kandy Divisional Secretariat,80.630684,7.322684,Budget
Home Stay Units,SUGAR VILLA,"NO/18F,PETER MEDIS ROAD,NEGAMBO",5,SUPERIOR,Gampaha,Negombo,Negombo Divisional Secretariat,79.842796,7.227029,Luxury
Home Stay Units,JAYAVIMANA,"NO.147/20, DHARMASHOKA MAWATHA, LEWELLA, KANDY",1,STANDARD,Kandy,Kandy,GANGAWATA KORALAYA,80.649138,7.299508,Luxury
Home Stay Units,THIAGI INN,"20/B, ATAPATTU ROAD, DEHIWALA",1,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.880083,6.830118,Comfort
Home Stay Units,DILU'S HOMESTAY,"14/21, 1ST CROSS,THIRUCHENDUR, BATTICALOA",2,STANDARD,Batticaloa,Batticaloa,Manmunai North Divisional Secretariat,81.67473,7.730997,Comfort
Home Stay Units,GLORIA GUEST ROOMS,"78 MAIN ROAD,KALPITIYA.",3,STANDARD,Puttalam,Kalpitiya Pradeshiya Sabha,Puttalam Divisional Secretariat,79.759614,8.229528,Budget
Home Stay Units,SANUPA VILLA KANDY,"NO. 09 MAHAWELI BREEZE,,MALIGATHENNA GURUDENIYA,,KANDY.",2,SUPERIOR,Kandy,Gagawata Koralya,Kandy Divisional Secretariat,80.703184,7.265038,Budget
Home Stay Units,THAL SEWANA,"37/B, PIDURANGALA TEMPLE ROAD,SIGIRIYA,",4,SUPERIOR,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.76218,7.965655,Luxury
Home Stay Units,GRANARY HOME STAY,"NO 80,,PAMUNUWA,,PILIMATALAWA.",4,SUPERIOR,Kandy,Udunuwara Pradeshiya Sabha,Udunuwara Divisional Secretariat,80.572178,7.240107,Luxruy
Home Stay Units,JUNGLE VILLAGE HOMESTAY,"A-92,,GALPOLA,,MOLAGODA,",1,STANDARD,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,80.389404,7.277056,Comfort
Home Stay Units,GREAT HOSPITALITY IN HILL COUNTRY,"NO 8/4 A ,,MADDEPATANA,AMPIYIYA",3,STANDARD,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,80.66321,7.268636,Comfort
Home Stay Units,PARISARE,"97/3,ROSMEAD PLACE,COLOMBO 7",1,STANDARD,Colombo,Colombo,Colombo Divisional Secretariat,79.866084,6.906528,Budget
Home Stay Units,KEVINS VILLA,"36/12,SANGARAJA MAWATHA,KANDY",4,STANDARD,Kandy,Kandy,Kandy Divisional Secretariat,80.643254,7.289666,Budget
Home Stay Units,EVERGREEN HOMESTAY,"NO..33,MABLE COORAY MAVATHA,PRIMROSEGARDEN,KANDY",2,SUPERIOR,Kandy,Kandy,GANGAWATA KORALAYA,80.614567,7.281205,Luxury
Home Stay Units,RIVORICH RESIDENCE,"NO 8/6, RIVERSIDE GARDEN, SIRIMALWATTA,,GUNNEPANA,KANDY",7,DELUXE,Kandy,Kundasle,Kundasale Divisional Secretariat,80.669273,7.315507,Luxury
Home Stay Units,LUMBINI INN,"NO 7,L,PARADISE GARDEN, LEWKE MAWATHA,WAHUGAPITIYA.,,PUSSELLAWA",4,STANDARD,Kandy,Udapalatha,Udapalatha Divisional Secretariat,80.638241,7.110983,Comfort
Home Stay Units,KANDY HILL VIEW HOME STAY,"50/10,,UPLANDS,,KANDY.",1,STANDARD,Kandy,Kandy,Kandy Divisional Secretariat,80.633726,7.290572,Comfort
Home Stay Units,AVAANA BY SPRINGHILLS,"103/2, DOOLWALA,,HALLOLUWA,KANDY",2,STANDARD,Kandy,Harispattuwa Pradeshiya Sabha,Harispattuwa Divisional Secretariat,80.595915,7.311916,Budget
Home Stay Units,OCEAN PEBBLES,"24A,,HILL STREET,,DEHIWELA",3,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.8665,6.851297,Budget
Home Stay Units,LAKESIDE LODGE KANDY,"36/1,SANGARAJA MAWATHE,KANDY",2,STANDARD,Kandy,Kandy,Kandy Divisional Secretariat,80.643209,7.28971,Luxury
Home Stay Units,CHAMALKAS HOMESTAY,"67A,CHURCH STREET,FORT GALLE",4,DELUXE,Galle,Galle,Galle Divisional Secretariat,80.216964,6.029135,Luxruy
Home Stay Units,VILLA ARUNALU KANDY,"NO 383/D ILLUKMODARA ESTATE,THENNEKUMBURA,KANDY",4,DELUXE,Kandy,Gagawata Koralya,Kandy Divisional Secretariat,80.633726,7.290572,Comfort
Home Stay Units,GRACE GREEN VILLE HOMESTAY,"414/5,ST. RITA'S ROAD, DALUWAKOTUWA,KOCHCHIKADE",4,DELUXE,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL,Comfort
Home Stay Units,SUMMERLAND,"821, MORAVITIYA LANE, BUTHGAMUWA ROAD, GOTHATUWA NEW TOWN ,RAJAGIRIYA",3,STANDARD,Colombo,Kotikawatta Mulleriyawa Pradeshiya Sabha,Kolonnawa Divisional Secretariat,NULL,NULL,Budget
Rented Apartments,LOTUS APARTMENT,"72 2/1D, CARLTON RESIDENCIES, PAPILIYANA RD,NADIMALA, DEHIWALA",2,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,NULL,NULL,Budget
Rented Apartments,LILY,"72 3/1E, CARLTON RESIDENCIES, PAPILIYANA ROAD, NADIMALA, DEHIWALA.",1,SUPERIOR,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL,Luxury
Rented Apartments,COTTAGE GARDEN BUNGALOWS,"42-48, COLLEGE AVENUE, MOUNT LAVINIA",3,STANDARD,Colombo,Colombo,Colombo Divisional Secretariat,79.864464,6.838671,Luxury
Rented Apartments,HOLIDAY RESIDENT SEREDEEP,"70/2, BADDAGANA NORTH, KOTTE",1,SUPERIOR,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL,Comfort
Rented Apartments,LAVINIA GARDEN BUNGALOW,"38 - 40, COLLEGE AVENUE, MOUNT LAVINIA",2,STANDARD,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,NULL,NULL,Comfort
Rented Apartments,CINNAMON PENTHOUSE,"24-3F CRESCAT RESIDANCIES, NO75, GALLE ROAD, COLOMBO 03.",5,DELUXE,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.84808,6.917928,Budget
Rented Apartments,MILAN SQUARE,"7/5, 10, 37TH LANE, COLOMBO 06",3,SUPERIOR,Colombo,Colombo,Colombo Divisional Secretariat,79.862908,6.869139,Budget
Rented Apartments,STATION COURT,"3/3, 19, WELLAWATTE ROAD, COLOMBO 6",3,SUPERIOR,Colombo,Colombo,Colombo Divisional Secretariat,79.8582943,6.8746633,Luxury
Rented Apartments,SANILKA ESTATE,"HENYAYA, BODAGAMA, THANAMALWILA",4,SUPERIOR,Moneragala,Thanamalwila Pradeshiya Sabha,Thanamalvila Divisional Secretariat,NULL,NULL,Luxruy
Rented Apartments,CITY BEDS THE REGENT,"201/2, NEW REGENT BUILDING, COLOMBO 2",5,SUPERIOR,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL,Comfort
Rented Apartments,OHM FROM OHM,"457/18, MILLAGAHA WATTE, NAWALA ROAD, RAJAGIRIYA.",2,SUPERIOR,Colombo,Kotte Muncipal Council,Colombo Divisional Secretariat,NULL,NULL,Comfort
Rented Apartments,NIRANA APARTMENT,"21, CHAPEL ROAD, NUGEGODA",2,SUPERIOR,Colombo,Kotte Muncipal Council,Nugegoda Divisional Secretariat,79.886749,6.871861,Budget
Rented Apartments,FLOWER GARDEN STAY,"157/13, SAUSIRI UYANA, PITTUGALA, MALABE",2,SUPERIOR,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,NULL,NULL,Budget
Rented Apartments,BERALIYA,"BATAPOLA ROAD, KAHAWA",8,SUPERIOR,Galle,Galle,Hikkaduwa Divisional Secretariat,NULL,NULL,Luxury
Rented Apartments,SIRIMAL HOME REST,"MAKAN WATTE, GODAKANDA, GALLE",3,SUPERIOR,Galle,Bope,Bope-Poddala Divisional Secretariat,NULL,NULL,Luxury
Rented Apartments,SCHONE VILLA,"HARBOUR ROAD, MIRISSA-SOUTH",2,SUPERIOR,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,NULL,NULL,Comfort
Rented Apartments,AMALI HOME STAY,"258/C, BOWALAWATTE, KANDY",1,STANDARD,Kandy,Kandy,Gagawata,80.617781,7.259649,Comfort
Rented Apartments,GOLDEN VILLA,"NAGAHA JUNCTION, PANWILA, HIKKADUWA",2,SUPERIOR,Galle,Galle,Hikkaduwa Divisional Secretariat,NULL,NULL,Budget
Rented Apartments,PINE STUDIO,"15/3, ASHLEY HILLS RESIDENCIES, LADY MACCULUM DRIVE, NUWARA ELIYA",1,DELUXE,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.769601,6.976232,Budget
Rented Apartments,SJS RESIDENCE,"NO 22, RAMANI MAWATHA, NEGAMBO",2,DELUXE,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL,Luxury
Rented Apartments,ANNIWATTE COTTAGE,"4/36, PITAKANDA ROAD, ANNIWATTE, KANDY",2,SUPERIOR,Kandy,Kandy,GANGAWATA KORALAYA,80.61939,7.287361,Luxruy
Rented Apartments,ROMANS REASIDENCE,"ROMANS RESIDENCE, KURUNEGALA ROAD,. NEW TOWN, MADAMPE",2,STANDARD,Puttalam,Chilaw Pradeshiya Sabha,Chilaw Divisional Secretariat,NULL,NULL,Comfort
Rented Apartments,NANAYAKKARA LODGE,"117/24A, PEIRIS MAWATHA, KALUBOWILA, DEHIWALA",2,STANDARD,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,NULL,NULL,Comfort
Rented Apartments,HOME STAY MATARA,"1/9 B, BROWNS HILL, MATARA",3,SUPERIOR,Matara,Matara,Matara Divisional Secretariat,80.561313,5.943112,Budget
Rented Apartments,ALPINE RIDGE APARTMENT,"8/8 A, PITAKANDA ROAD, ARUPPOLA, KANDY",4,STANDARD,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL,Budget
Rented Apartments,THE RESIDENCE ON CHITRA,"35, CHITRA LANE, COLOMBO 5",4,STANDARD,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL,Luxury
Rented Apartments,NIMACRO,"23/1/7, HAWAII RESIDENCIES, SAGARA ROAD, COLOMBO 4",2,SUPERIOR,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL,Luxury
Rented Apartments,NORTHWOOD RESIDENCE,"NO 414/1, ROMEN PARK, MUDUKATUWA, MARAWILA",3,SUPERIOR,Puttalam,Nattandiya Pradeshiya Sabha,Nattandiya Divisional Secretariat,79.831006,7.391675,Comfort
Rented Apartments,SELFCATE-KANDY,"NO. 29/262A, SHANTHI KUMAR RAMASINGHE MAWATHA, AMPITIYA ROAD, KANDY",6,SUPERIOR,Kandy,Kandy,Gagawata,80.651033,7.28552,Comfort
Rented Apartments,ERONEE VILLA,"SRI DHARMA VIJAYARAMA MAWATHA, SOORIYAGODA, BENTOTA.",1,STANDARD,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.998414,6.416431,Budget
Rented Apartments,SEA VIEW APARTMENT RESIDENCIES,"BEN TOWER 7/2,28,RAMAKRISHNA ROAD,COLOMBO 06",2,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL,Budget
Rented Apartments,PEACE HEAVEN,"NO.26/672, PARADISE GATE, KALUTARA SOUTH.",2,STANDARD,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL,Luxury
Rented Apartments,SEA SHELL APARTMENT,"APARTMENT NO.5/2 (FIFTH FLOOR), NO.28, RAMAKRISHNA ROAD, WELLAWATTE, COLOMBO 06.",2,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat,NULL,NULL,Luxruy
Rented Apartments,SEA BREEZE APARTMENT,"APARTMENT 4/2, NO.34, EBENEZER PLACE, DEHIWALA.",2,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,NULL,NULL,Comfort
Rented Apartments,RAINBOW APARTMENT,"APARTMENT NO.1/5 (FIRST FLOOR), NO.34, EBENEZER PLACE, DEHIWALA.",1,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,NULL,NULL,Comfort
