Name,Address,District,AGA Division,PS/MC/UC,,,,
CEYLON HERITAGE TOURS,"259/76V A,BANDARANAYAKAPURA MW,KALAPALUWAWA,RAJAGIRIYA",Colombo,Kotikawatta Mulleriyawa Pradeshiya Sabha,Kolonnawa Divisional Secretariat,,,,
TRAVEL FLICK GLOBAL (PVT) LTD,"NO 94/3,STACE ROAD,GRAND PASS,COLOMBO-14",Colombo,Colombo,Colombo Divisional Secretariat,,,,
WISH LANKA TRAVELS & TOURS (PVT ) LTD,"761,INDONESIAN MEMORIAL HALL, NEGOMBO RD, LIYANAGEMULLA, SEEDUWA",Gampaha,Katunayake-Seeduwa,Katana Divisional Secretariat,,,,
APPLE HOLIDAYS (PRIVATE) LIMITED,"NO.148 ,ALUTHMAWATHA ROAD, COLOMBO-15",Colombo,Colombo,Colombo Divisional Secretariat,,,,
JAYA LANKA TOURS (PVT) LTD,"NO.2/1/1, DHARMALA PLACE RAJAGIRIYA , COLOMBO",Colombo,Kotte Muncipal Council,Sri jayawadanapura,,,,
THE ISLE OF PEARL HOLIDAYS (PVT) LTD,"FIRST FLOOR,107/A, ST.MARY'S ROAD JA ELA",Gampaha,Gampaha,Ja-Ela Divisional Secretariat,,,,
MAI GLOBE TRAVELS(PVT) LTD,"NO: 65 I.B.C ROAD, COLOMBO 6",Colombo,Colombo,Colombo Divisional Secretariat,,,,
LK JAPAN ENTERPRISES(PVT)LTD,"655A,NAYAKA ROAD, KATUNAYAKE",Colombo,Colombo,Colombo Divisional Secretariat,,,,
SAFFRON ISLAND DESTINATION MANAGEMENT (PVT) LTD,"NO.415,5TH FLOOR,KOTTE ROAD,RAJAGIRIYA.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
MALBEVEN TRAVEL (PVT) LTD,"37/1,PANGIRIWATTA ROAD,NUGEGODA",Colombo,Colombo,Nugegoda Divisional Secretariat,,,,
BAREFOOT TRAVELLER PRIVATE LIMITED,"07,HOTEL ROAD,MOUNT LAVINIA",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
ISRA HOLIDAYS (PRIVATE) LIMITED,"NO.162 B, GALLE ROAD, DEHIWALA",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
SKY LINK TOURS(PVT)LTD,"NO:92B,PAMUNUWA,MAHARAGAMA",Colombo,Maharagama,Maharagama Divisional Secretariat,,,,
CEYLON EXPERTS RECRUITMENT AND TRAVELS,"NO:47/2/1,ARANAYAKE ROAD,MAWANELLA",Kegalle,Kegalle,Kegalle Divisional Secretariat,,,,
FIRST CHOICE TRAVELS AND LEISURE PVT LTD,"909/2A, 51/1, ADHIKARAM MW, ETHULKOTTE, KOTTE",Colombo,Colombo,Colombo Divisional Secretariat,,,,
BROWNS TOURS (PVT) LTD,"2ND FLOOR,NO.19 FIC TOWER,DUDLEY SENANANAYAKE MW,COLOMBO 08.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
S M GLOBAL TRAVELS & TOURS (PVT) LTD,"NO:366,BATTICALOA ROAD,MARUTHAMUNAI",Ampara,Ampara,Ampara Divisional Secretariat,,,,
BURAQUE TRAVELS (PVT) LTD,"NO.62. DEMATAGODA ROAD, COLOMBO-09",Colombo,Colombo,Colombo Divisional Secretariat,,,,
GALAXY TOURS,"NO 12,NORRIS CANAL ROAD,MARADANA,COLOMBO 10.",Colombo,Colombo,Maradana,,,,
FLYINSTYLE (PVT) LTD,"16,MILAGIRIYA AVENUE,COLOMBO 04",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
HATEE TRAVELS,"NO. 142, MUDALIYER ROAD,AKKARAIPATTU-04",Ampara,MC,Akkaraipattu Divisional Secretariat,,,,
BEYOND HOLIDAYS(PVT) LTD,"LO 6/ELB/EAST LOWER BLOCK/WORLD TRADE CENTRE,COLOMBO 01",Colombo,Colombo,Colombo Divisional Secretariat,,,,
AL-HARAMAIN TRAVELS & TOURS,"23/1.GALLE ROAD (NEAR)WILLIAM GRINDING MILLS,DEHIWALA",Colombo,Colombo,Colombo Divisional Secretariat,,,,
YETHAMA TRAVELS,"19,PEPILIYANA ROAD,NUGEGODA",Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,,,,
SANASA TRAVELS (PVT )LTD,"NO 1 B, KEPPETIPOLA ROAD,COLOMBO 05",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
ONELGO TOURS,"393B,OLD KOTTAWA ROAD,UDAHAMULLA,NUGEGODA",Colombo,Sri Jayawardenapura-Kotte,Nugegoda Divisional Secretariat,,,,
EXOTIC LEISURE TOURS,"# 37,ELIBANK ROAD,COLOMBO 05",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
GRAND VACATIONS (PVT) LTD,"NO:163 1/1,CASTLE STREET,COLOMBO 08.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
TRAVEL AMAYA,"NO:380/3,PAHALA BIYANVILA,KADAWATHA",Gampaha,Gampaha,Gampaha Divisional Secretariat,,,,
HORISON GETAWAYS (PVT)LTD,"NO:25,JASMINE GARDEN,NAWALA,RAJAGIRIYA",Colombo,Colombo,Colombo Divisional Secretariat,,,,
MING HAN INTERNATIONAL TRAVEL AGENTS (PVT) LTD,"NO:20,DEANSTONE PLACE,COLOMBO 3",Colombo,Colombo,Colombo Divisional Secretariat,,,,
ZAHIYA TRAVELS AND TOURS,"NO:86,UNION PLACE,COLOMBO 2",Colombo,Colombo,Colombo Divisional Secretariat,,,,
MILANEE TRAVELS AND TOURS (PVT) LTD,"235/1,GALLE ROAD,DEHIWALA",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
UPULS TRAVEL SERVICE,"NO. 292, 1ST FLOOR, GALLE ROAD, COLOMBO 04",N/A,N/A,N/A,,,,
MY VACATION INTERNATIONAL TRAVELS,"NO:374/4,GALLE ROAD,GORAKANA,KESELWATHTHA",Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,,,,
AIMAN TRAVELS & TOURS,"NO:293/A-1/2,KADAWATHA ROAD,NEDIMALA,DEHIWALA",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
HOLIDAY PLAN DMC (PVT)LTD,"NO:175/14A,NAWALA ROAD,COLOMBO 5",Colombo,Colombo,Colombo Divisional Secretariat,,,,
NORTH SOUTH CHINA TRAVEL CO (PTE) LTD,"F-140,1ST FLOOR,LIBERTY PLAZA,250 43/1,R.A DE MEL MW,COLOMBO 03",Colombo,Colombo,Colombo Divisional Secretariat,,,,
AL FALAH TRAVELS & TOURS,"NO 501,2ND DIVISION,MARADANA,COLOMBO 10",Colombo,Colombo,Colombo Divisional Secretariat,,,,
RAMECA TRAVEL & LEISURE (PVT) LTD,"LEVEL 03,TISARA PLAZA,NO.135,DUTUGAMUNU STREET,KOHUWALA.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
GLOBAL TRAVELS AND TOURS,"225,SECOND CROSS STREET,COLOMBO 11",Colombo,Colombo,Colombo Divisional Secretariat,,,,
DUMEE INTERNATIONAL (PVT) LTD,"NO:3,BEUCANAN STREET,COLOMBO 4",Colombo,Colombo,Colombo Divisional Secretariat,,,,
AMEEN TRAVELS,"NO:133/17,D.B.WELAGEDARA MAWATHA,KURUNEGALA",Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,,,,
TRAVELMATE LANKA (PVT) LTD,"OCEANS 08,26/08,DE SERAM ROAD,MOUNT LAVINIA",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
FAHAMAS TRAVELS,"NO.47,LUKMANJEE SQUARE,GRANDPASS ROAD,COLOMBO 14.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
BLUE LOTUS,"WELIWALA WATTA,KOTUKOLINA,DODANDUWA",Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,,,,
RASHADI TRAVELS,"NO 03,1 ST FLOOR,SALEEM COMPLEX,DAMBULLA ROAD,IBBAGAMUWA",Kurunegala,Kurunegala,Ibbagamuwa Divisional Secretariat,,,,
HOTEL ASHFORD SCHOOL AND TRAVEL AGENT (PVT) LTD,"NO 214,BANDARAGAMA ROAD,KESBEWA",Colombo,Colombo,Kesbewa Divisional Secretariat,,,,
AL-HAFIL TRAVEL AND TOURS(HAJ UMRA),"21/A/2,HASSAN MAWATHA,MAWANELLA",Kegalle,Kegalle,Kegalle Divisional Secretariat,,,,
AL RIFA TRAVELS,"NO 87,MAIN STREET,MAWANELLA",Kegalle,Kegalle,Mawanella Divisional Secretariat,,,,
SADDLE TOURS INTERNATIONAL (PVT) LTD,"COLOMBO RD,581,3RD KURANA,NEGOMBO",Gampaha,Negombo,Negombo Divisional Secretariat,,,,
ABANS TOURS (PVT)LTD,"498, GALLE ROAD, COLOMBO 03",Colombo,Colombo,Colombo Divisional Secretariat,,,,
REEMA HAJ TRAVEL & TOURS,"MAIN STREET,KATTANKUDY 06",Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,,,,
THAMBAPANNI TREASURES (PVT) LTD,"306 1/1,GALLE ROAD,MT LAVINIA,SRI LANKA",Colombo,Colombo,Colombo Divisional Secretariat,,,,
GRAND HOLIDAYS,"NO:966/4 I,PANNIPITIYA ROAD,PELEWATTA,BATTARAMULLA",Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,,,,
AKIYO LANKA (PVT) LTD,"534,LIO ROAD,SINHARAMULLA,KELANIYA",Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,,,,
BRITEWAY TRAVELS AND TOURS,"773/A,BASELINE ROAD,ORUGODAWATTA,COLOMBO 09",Colombo,Colombo,Colombo Divisional Secretariat,,,,
TRANSTOURS & TRAVELS,"NO:129/1,JAYANTHA WEERASEKARA MAWATHA,COLOMBO 10",Colombo,Colombo,Colombo Divisional Secretariat,,,,
LANKA COMMUNITY TRAVELS,"NO:230,AVISSAWELLA ROAD,KOTIKAWATTA,ANGODA",Colombo,Colombo,Colombo Divisional Secretariat,,,,
PARADISE TOURS AND LEISURE PRIVATE LIMITED,"L1 44 ,REALITY PLAZA,JA ELA",Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,,,,
FAIR TRAVELS,"215, 1ST FLOOR , GRANDPASS ROAD, COLOMBO -14",Kandy,Kandy,Kandy Divisional Secretariat,,,,
AL BAYAN TRAVELS AND TOURS,"NO:198,MAIN STREET,ERAVUR",Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,,,,
MUNA TRAVELS AND TOURS,"NO 53,1ST FLOOR,JAYANTHA WEERASEKARA MAWATTE,COLOMBO 10",Anuradhapura,Colombo,Colombo Divisional Secretariat,,,,
ACRUS TRAVEL & TOURS (PVT) LTD,"2/3,BUILDING NO:88,JUSICE AKBAR MAWATHA,COLOMBO 2",Colombo,Colombo,Colombo Divisional Secretariat,,,,
S LANKA 360 (PVT) LTD,"29 A,ST ANNES ROAD,WATTALA",Colombo,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,,,,
K G N TRAVEL & TOURS,"NO 62 2/1, 03RD CROSS STREET,COLOMBO 11",Colombo,Colombo,Colombo Divisional Secretariat,,,,
DELUXE VACATIONS (PVT) LTD,"NO. 45/B, PAGODA ROAD, NUGEGODA",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
PAN GLOBAL TRAVELS & TOURS (PVT)LTD,"NO:303,GALLE ROAD,COLOMBO 3",Colombo,Colombo,Colombo Divisional Secretariat,,,,
LYCAFLY(PVT)LTD,"NO. 08, KINROSS AVENUE, COLOMBO 04",Colombo,Colombo,Colombo Divisional Secretariat,,,,
YA TRADING INTERNATIONAL (PVT)LTD,"NO:187,WARD PLACE,COLOMBO 07",Colombo,Colombo,Colombo Divisional Secretariat,,,,
SPARTON TRAVELS (PVT) LTD,"NO.11,SHOPPINA COMPLEX ""C"" GREENS ROAD,NEGAMBO",Gampaha,Negombo,Katana Divisional Secretariat,,,,
MIWAMI HOLDINGS ( PVT ) LTD,"NO 171/1A KOSWATTA ROAD,KALAPALUWAWA,RAJAGIRIYA",Colombo,Colombo,Colombo Divisional Secretariat,,,,
THAMBILI ISLAND{PVT}LTD,"NO 49 1/2,COLOMBO ROAD,BORALESGAMUWA",Colombo,Boralesgamuwa,Dehiwala Divisional Secretariat,,,,
ASIA LEISURE TRAVELS {PVT}LTD,"HOTEL TAJ SAMUDRA,25,GALLFACE CENTER ROAD,COLOMBO 3",Colombo,Colombo,Colombo Divisional Secretariat,,,,
HEAVENLY VACATIONS{PVT}LTD,"BARBERYN REEF HOTEL LTD, MORAGALLA, BERUWALA",Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,,,,
PARADISE VOYAGES{PVT}LTD,"91/1OLD QUARRY ROAD,MAUT LAVINIA",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
SHUMS HOLIDAYS{PVT}LTD,"33A QUEENS ROAD,COLOMBO 03",Colombo,Colombo,Colombo Divisional Secretariat,,,,
SERENE VACATIONS LANKA ( PVT ) LTD,"NO 46/1/8 MARINE CITY BUSINESS COMPLEX.STATION ROAD,DEHIWALA",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
OLANKA TRAVELS (PVT) LTD,"87,DUTUGEMUNU ST.,KOLUBOWILA,DEHIWALA.",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
NATURE LANKA TRAVELS & TOURS,"NO: 163/5/97/M,AWISSAWELLA ROAD,WELLAMPITIYA",Colombo,Kuliyapitiya,Kolonnawa Divisional Secretariat,,,,
TOUR BLUE HOLDINGS PVT LTD,"NO.20/16,FIFE ROAD,COLOMBO 05.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
BLUESKY HOLIDAY TRAVEL{PVT}LTD,"NO.102/5,KITHULWATTA ROAD,BORELLA,COLOMBO 08",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
SAPPHIRE TRAVELS AND TOURISM,"NO:59-3/2, 3/1, CITY CENTER,SEA STREET,COLOMBO 11",Colombo,Colombo,Colombo Divisional Secretariat,,,,
SURYA LANKA AYURVEDA HOLIDAYS,"75/1BARES PLACE,COLOMO 7",Colombo,Colombo,Colombo Divisional Secretariat,,,,
SAGAMI HOLYDAYS,"NO 126 C 1/1B, KEELS SUPER GROUND FLOOR ,HIGHLEVEL ROAD, NUGEGODA",Colombo,Kotte Muncipal Council,Nugegoda Divisional Secretariat,,,,
SAFRAN TRAVELS ( PVT ) LTD,"F 43,PEOPLES PARK COMPIEX COLOMBO 11",Colombo,Colombo,Colombo Divisional Secretariat,,,,
COOL SRI LANKA TOURS & TRAVELS,"NO:1054/2 KUMARAGEWATTA,PANNIPITIYA ROAD,BATTARAMULLA",Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,,,,
SUMMER INFINITIY (PVT)LTD,"NO: 411/27 A, ARTIGALA MAWATHA,SRI JAYAWARDENAPUARA ROAD,RAJAGIRIYA",Colombo,Sri Jayawardenapura-Kotte,Battaramulla,,,,
AMJL TOURS,"282/3 DEVALA ROAD,KALUWAMODARA ALUTHGAMA",Colombo,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,,,,
BIN BAZ HOLIDAYS (PVT)LTD,"LEVEL 26 & 34 ,EAST TOWER, WORLD TRADE CENTER ,COLOMBO 1",Colombo,Colombo,Colombo Divisional Secretariat,,,,
SINO ASIA HOLIDAYS {PVT}LTD,"NO 40,VISAKA ROAD,COLOMBO 04",Colombo,Colombo,Colombo Divisional Secretariat,,,,
SENLANKA DESTINATIONS {PVT}LTD,"NO 1F AVISSAWELLA ROAD,WELLAMPITIYA",Colombo,Kolonna Pradeshiya Sabha,Kolonnawa Divisional Secretariat,,,,
WINGS FOR WORLD,"NEGOMBO PLAZA , NO: 393/17 , MAIN STREET , NEGOMBO",Gampaha,Negombo,Negombo Divisional Secretariat,,,,
WIJAYA GEMS AND TOURS,"4TH FLOOR,NO.730,COLOMBO 03.",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
A.Y.TRAVEL'S & TOURS,"46 B, 3/1,SYMOND ROAD, MARADANA, COLOMBO 10.",Colombo,Colombo,Colombo West,,,,
LUXURY TRAVEL LANKA,"UPPER FLOOR 10-1,DUTCH HOSPITAL BUILDING,HOSPITAL STREET,FORT,GALLE",Galle,Galle,Galle Divisional Secretariat,,,,
FORTUNE LANKA TOURS AND TRAVELS {PVT}LTD,"NO. 623, 3/1, GALLE ROAD, MOUNT LAVINIA",Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat,,,,
MIDLAND TRAVELS (PVT) LTD,"2ND FLOOR,NO.14, 16TH LANE, COLOMBO 03.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
KARA TRAVELS & TOURS{PVT}LTD,"6.R.A.DE MEL MAWATHA,COLOMBO 04",Colombo,Colombo,Colombo Divisional Secretariat,,,,
SIDDIQUE TRAVELS & TOURS,"NO.94,MANNAR ROAD,PUTTALAM.",Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,,,,
EMIRATES TRAVELS AND TOURS (PVT) LTD,"18,DE SILVA PLACE,RATMALANA.",Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat,,,,
HAMAS HAJJ TRAVELS,"NO 655/1B,AVISSAWELLA ROAD,WELLAMPITIYA",Colombo,Colombo,Colombo Divisional Secretariat,,,,
ELEPHANTLAND INTERNATIONAL TRAVELS{PVT}LTD,"NO. 27/14A, ROSMEAD PLACE, COLOMBO 07",Colombo,Colombo,Colombo Divisional Secretariat,,,,
AYURVA TRAVELLER (PVT) LTD,"NO.275,2ND FLOOR,NAWALA ROAD,NAWALA.",Colombo,Kotte Muncipal Council,Colombo Divisional Secretariat,,,,
SAFARI LANKA TOURS-COLOMBO 06,NO 01 PERERA LANE WELLAWATTA COLOMBO 06,Colombo,Colombo,Colombo Divisional Secretariat,,,,
BEST HOLIDAYS (PVT)LTD,141/7C (SECOND FLOOR) VAUXSHALL STREET COLOMBO 02,Colombo,Colombo,Colombo Divisional Secretariat,,,,
VACATION PLANNERS (PVT) LTD,"NO.351/1,R. A. DE MEL MAWATHA, COLOMBO 03, SRI LANKA.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
CEYLON BEACH TRAVELS.,"19/3, PIERIS ROAD, MOUNT LAVINIA.",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
LUCKY LIFE TRAVELS & TOURS (PVT) LTD.,"NO. 56/1, GALLE ROAD, DEHIWALA",Colombo,Colombo,Colombo Divisional Secretariat,,,,
HAWK TRAVELS (PVT) LTD,"20 1/2,REGENT FLATS, COLOMBO 02.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
MANGO HOLIDAYS (PVT) LTD,"125/21, PETERSON LANE, COLOMBO 6.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
ACTION LANKA.COM (PVT) LTD,"NO 366/3 RENDAPOLA,HORAGAHAKANDA LANE,THALANGAMA NORTH KOSWATTE.",Colombo,Kotte Muncipal Council,Battaramulla,,,,
DELAIR TRAVELS (PVT)LTD,"101,VINAYALANKARA MAWATHA COLOMBO 10",Colombo,Colombo,Colombo Divisional Secretariat,,,,
JIL TOUR LIMITED,"104,BANKSHALL STREET,COLOMBO 11.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
RESPONSIBLE TRAVEL (PVT) LTD,"40E,NATIONAL HOUSING SCHEME,KIRIBATHGODA,KELANIYA.",Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,,,,
FAR HOLIDAYS (PVT) LTD,"NO. 124, PARK ROAD, COLOMBO 05",Colombo,Kotte Muncipal Council,Nugegoda Divisional Secretariat,,,,
I CEYLON LIFESTYLE (PRIVATE) LIMITED,"202 A,SIR JAMES PEIRIS MAWATHA, COLOMBO 2.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
PEARL LANKA TOURS,"330/A,20TH MILE POST,KURANA,KATUNAYAKE.",Gampaha,Seeduwa,Katana Divisional Secretariat,,,,
TRAVELWIND HOLIDAYS (PVT) LTD,"272 F,DEHIWALA-MAHARAGAMA ROAD,BELLANWILA, BORALASGAMUWA.",Colombo,Dehiwala-Mount Lavinia,Kesbewa Divisional Secretariat,,,,
SAVINTA LEISURE (PVT) LTD,"NO.395, GALLE ROAD, COLOMBO 03, SRI LANKA.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
ARALIYA HOLIDAYS (PVT) LTD,"ARALIYA GROUP CO-OPERATE OFFICE,NO.01-07,1ST FLOOR,LIBERTY PLAZA,CLOMBO 03.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
SMILE LEISURE MANAGEMENT & TOUR SERVICE (PVT) LTD,"NO.22,6TH LANE,JAMBUGASMULLA MAWATHA,NUGEGODA.",Colombo,Maharagama,Maharagama Divisional Secretariat,,,,
SAHWAN TRAVELS & TOURS (PVT) LTD,"NO.106, BEACH ROAD, KATTANKUDY 06.",Batticaloa,Kattankudy,Kattankudy Divisional Secretariat,,,,
SEYLAN ADVENTURES (PVT) LTD,"NO. THE KING BUILDING -67, 4/4, BANDARANAYAKA MAWATHA, COLOMBO 12.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
AL JANNAH TRAVELS & TOURS (PVT) LTD,"NO.10/1/2,STATION ROAD,MORATUWA.",Colombo,Moratuwa,Moratuwa Divisional Secretariat,,,,
AGFORT ASIA (PVT) LTD,"NO.9B1, OLD QUARRY ROAD, MT LAVINIA.",Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,,,,
IDEAL GETAWAYS (PVT) LTD,"14 M, MOOR ROAD, COLOMBO 06.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
SITA WORLD TRAVEL LANKA (PVT) LTD,"NO.118C, BARNES PLACE, COLOMBO 07.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
LUYOU LANKA TOURS (PVT) LTD,"NO.431 A2, PITAKOTTE, KOTTE.",Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,,,,
ASIAN ESCAPES (PVT) LTD,"NO.22/16, WIJESEKARA MAWATHA, MIRIHANA, NUGEGODA.",Colombo,Maharagama,Maharagama Divisional Secretariat,,,,
TGL TRAVELS & TOURS (PVT) LTD,"NO.90, CHATHAM STREET, COLOMBO 01.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
AL ZIYAARA TOURS AND TRAVELS (PVT) LTD,"118/2,COLOMBO ROAD,MAHAMODARA,GALLE.",Galle,Galle,Galle Divisional Secretariat,,,,
TRAVEL OUTLOOK (PVT) LTD,"NO.98, PAMANKADA ROAD, COLOMBO 06.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
ENCOUNTER LANKA TOURS (PVT) LTD,"NO. 16, 2ND LANE, NAWALA, RAJAGIRIYA",Colombo,Colombo,Colombo Divisional Secretariat,,,,
EXPLORE THE WONDERS (PVT) LTD,"NO.424/2B, GALLE ROAD, COLOMBO 03.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
KAYA VOYAGES (PVT) LTD,"NO.246,PARK ROAD,COLOMBO 05",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
PELA HOLIDAYS (PVT) LTD,"NO.327, 2ND FLOOR, CEYESTA HOUSE, GALLE ROAD, COLOMBO 03.",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
CLOVER LANKA TRAVEL (PVT) LTD,"NO.1586/1/1,KOTTE ROAD,RAJAGIRIYA.",Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,,,,
AL-QIMMAH TOURS & TRAVELS (PVT) LTD,"M.P.C.S ROAD,MAWADICHENAI,VALAICHENAI,SRI LANKA.",Batticaloa,Batticaloa,Koralai Pattu Divisional Secretariat,,,,
A4 TOURS,"NO.636,COLOMBO ROAD,LIYANAGEMULLA,SEEDUWA.",Gampaha,Katunayake-Seeduwa,Katana Divisional Secretariat,,,,
BEYOND BOUNDARIES & YOUR HOLIDAY SPECIALIST,"NO.30,REALITY PLAZA,NAIWALA,WEYANGODA.",Gampaha,Minuwangoda Pradeshiya Sabha,Attanagalla Divisional Secretariat,,,,
ABDULLAH TRAVELS & TOURS PVT LTD,"NO.28/1,KAHAWATTE,AMBATENNA.",Ratnapura,Ratnapura,Ratmalana Divisional Secretariat,,,,
G.G HAPPY TOUR,"YADDEHIMULLA ROAD,UNAWATUNA",Galle,Habaraduwa,Habaraduwa Divisional Secretariat,,,,
LETU TRAVELS (PVT) LTD,"NO. 34-8/4, EBENEZER PLACE, DEHIWALA",Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat,,,,
ILMA HAJJ SERVICE & TRAVEL OPERATORS,"82-1/1, GALLE ROAD, BAMBALAPITIYA, COLOMBO 04",Colombo,Colombo,Colombo Divisional Secretariat,,,,
CEYLON JOY INTERNATIONAL (PVT) LTD,"NO.320,DUPLICATION ROAD, COLOMBO-03",Colombo,Colombo,Colombo Divisional Secretariat,,,,
MARIYAM HAJJ-UMRA TRAVELS & TOURS,"NO.145,MAL 13TH ROAD,MALAYADI GIRAMAM 02,SAMMANTHURAI.",Ampara,Ampara,Samanthurai Divisional Secretariat,,,,
SAS TRAVELS AND TOURS (PVT) LTD,"LEVEL-M,NO.26,VAJIRA ROAD,COLOMBO 04",Colombo,Colombo,Colombo Divisional Secretariat,,,,
BOOKINGMART HOLIDAYS (PVT) LTD,"NO.81,HINNIYAPPUHAMY MAWATHA,COLOMBO 13.",Colombo,Colombo,Colombo Divisional Secretariat,,,,
MERIDIAN ESCAPES (PVT) LTD,"NO.532/3,MADIWELA ROAD,THALAWATHUGODA",Colombo,Maharagama,Maharagama Divisional Secretariat,,,,
THE TRAVEL CAFE (PVT) LTD,"NO.85/23,JAWATTE GARDENS,COLOMBO 05",Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,,
WISHBONE INNOVATIONS (PVT) LTD,"NO.75,1ST FLOOR,COTTA ROAD,BORELLA,COLOMBO 08",Colombo,Colombo,Colombo Divisional Secretariat,,,,
EIGEN WEG TRAVELS AND TOURS (PVT) LTD,"NO.67/1/1,GALLE ROAD,DEHIWALA",Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,,
YARA TRAVELS (PVT) LTD,"1ST FLOOR,TFC BUILDING,MAIN STREET,AKKARAIPATTU.",Ampara,Ampara,Ampara Divisional Secretariat,,,,
LANKA CULTURE & TRAVELS (PVT) LTD,"LEVEL 13, EAST TOWER, WORLD TRADE CENTER, COLOMBO 1",Colombo,Colombo,Colombo Divisional Secretariat,,,,
KATTANKUDY MOSQUES FEDERATION HAJ TRAVELS AND TOURS,"NO.01,METTAIPALLY ROAD,KATTANKUDY-03.",Batticaloa,Kattankudy,Kattankudy Divisional Secretariat,,,,
MAIKA HOLIDAY,"NO.106,CHILAW ROAD,NEGOMBO.",Gampaha,Negombo,Negombo Divisional Secretariat,,,,
TRAVEL LANKA JOURNEYS (PVT) LTD,"NO.1630/4,S.W.PERERA MAWATHA,COTTAH ROAD,RAJAGIRIYA.",Colombo,Sri Jayawardenapura-Kotte,Kotte Divisional Secretariat,,,,
AVANT LEISURE HOLIDAYS (PRIVATE) LIMITED,"NO.63,SINHAPURA,BATTARAMULLA.",Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,,,,
PLEDGE HOLIDAYS PVT LTD,"NO.86,COLOMBO ROAD,KATUNAYAKE.",Gampaha,Negombo,Negombo Divisional Secretariat,,,,
TRAVEL MISSION (PVT) LTD,"NO;21 DEAL PLACE, COLOMBO 03",Colombo,Colombo,Colombo Divisional Secretariat,,,,
